time,.header,.latitude,.longitude,.altitude,.utm_easting,.utm_northing,.zone,.letter
2022/02/08/16:27:12.091514,$GPGGA,42.341183333333326,-71.09736500000001,11.0,327228.53143006074,4689788.951763277,19,T
2022/02/08/16:27:13.090569,$GPGGA,42.34118,-71.09736666666666,10.9,327228.3850015834,4689788.585008313,19,T
2022/02/08/16:27:14.086986,$GPGGA,42.34117666666666,-71.09737,10.8,327228.10127481003,4689788.221640063,19,T
2022/02/08/16:27:15.093805,$GPGGA,42.34117333333334,-71.09737333333334,10.8,327227.8175480083,4689787.858271826,19,T
2022/02/08/16:27:16.090631,$GPGGA,42.34116833333333,-71.09737833333334,10.9,327227.3919577511,4689787.313219489,19,T
2022/02/08/16:27:17.090784,$GPGGA,42.341165000000004,-71.09738166666666,10.9,327227.1082308801,4689786.949851279,19,T
2022/02/08/16:27:18.093494,$GPGGA,42.34116166666666,-71.097385,11.0,327226.8245039785,4689786.586483077,19,T
2022/02/08/16:27:19.091295,$GPGGA,42.34115833333333,-71.09738833333334,11.0,327226.54077704845,4689786.223114888,19,T
2022/02/08/16:27:20.091810,$GPGGA,42.34115499999999,-71.09739333333333,11.1,327226.1197517626,4689785.86313346,19,T
2022/02/08/16:27:21.090275,$GPGGA,42.34115,-71.09739666666665,11.1,327225.8314596015,4689785.314694462,19,T
2022/02/08/16:27:22.091984,$GPGGA,42.34115,-71.09740166666667,11.2,327225.41956458305,4689785.324854748,19,T
2022/02/08/16:27:23.103227,$GPGGA,42.34114833333333,-71.09740666666667,11.1,327225.003104376,4689785.149944221,19,T
2022/02/08/16:27:24.111281,$GPGGA,42.34114666666666,-71.09741166666666,11.1,327224.58664414735,4689784.975033718,19,T
2022/02/08/16:27:25.085968,$GPGGA,42.341141666666665,-71.097415,11.1,327224.2983518299,4689784.426594779,19,T
2022/02/08/16:27:26.091040,$GPGGA,42.34113833333334,-71.09742,11.0,327223.8773263212,4689784.066613481,19,T
2022/02/08/16:27:27.091232,$GPGGA,42.341135,-71.09742333333334,11.0,327223.5935991383,4689783.703245405,19,T
2022/02/08/16:27:28.108553,$GPGGA,42.34113000000001,-71.09742833333333,10.8,327223.1680083169,4689783.158193312,19,T
2022/02/08/16:27:29.114037,$GPGGA,42.34112666666667,-71.09743333333333,10.6,327222.74698267353,4689782.7982120775,19,T
2022/02/08/16:27:30.092344,$GPGGA,42.34112333333334,-71.09743666666667,10.5,327222.46325538773,4689782.434844046,19,T
2022/02/08/16:27:31.086361,$GPGGA,42.341120000000004,-71.09744166666665,10.3,327222.04222966754,4689782.074862851,19,T
2022/02/08/16:27:32.092244,$GPGGA,42.34111666666666,-71.09744500000001,10.1,327221.75850231317,4689781.7114948435,19,T
2022/02/08/16:27:33.090591,$GPGGA,42.34111333333333,-71.09744833333333,10.3,327221.4747749346,4689781.34812685,19,T
2022/02/08/16:27:34.091347,$GPGGA,42.34110999999999,-71.09745166666667,10.4,327221.1910475253,4689780.984758865,19,T
2022/02/08/16:27:35.089290,$GPGGA,42.34110666666667,-71.09745500000001,10.4,327220.9073200876,4689780.621390892,19,T
2022/02/08/16:27:36.091978,$GPGGA,42.34110333333333,-71.09745833333334,10.5,327220.62359262136,4689780.258022929,19,T
2022/02/08/16:27:37.091679,$GPGGA,42.341100000000004,-71.09746333333332,10.5,327220.2025666811,4689779.898041842,19,T
2022/02/08/16:27:38.091740,$GPGGA,42.341094999999996,-71.09746666666666,10.5,327219.91427383194,4689779.349603071,19,T
2022/02/08/16:27:39.110596,$GPGGA,42.34109166666667,-71.09747166666666,10.5,327219.49324780004,4689778.989622023,19,T
2022/02/08/16:27:40.092107,$GPGGA,42.34108666666666,-71.097475,10.5,327219.2049548642,4689778.441183278,19,T
2022/02/08/16:27:41.093273,$GPGGA,42.34108500000001,-71.09747833333333,10.6,327218.9257925678,4689778.262886217,19,T
2022/02/08/16:27:42.112888,$GPGGA,42.34108166666667,-71.09748333333333,10.8,327218.50476642116,4689777.902905224,19,T
2022/02/08/16:27:43.083868,$GPGGA,42.34108,-71.09748666666665,10.9,327218.22560408706,4689777.724608189,19,T
2022/02/08/16:27:44.091525,$GPGGA,42.34107833333334,-71.09749166666667,11.0,327217.80914323934,4689777.549698073,19,T
2022/02/08/16:27:45.091706,$GPGGA,42.341075000000004,-71.09749666666667,11.0,327217.38811699185,4689777.189717146,19,T
2022/02/08/16:27:46.105110,$GPGGA,42.341073333333334,-71.09750166666666,11.0,327216.971656092,4689777.014807078,19,T
2022/02/08/16:27:47.105649,$GPGGA,42.34107166666666,-71.097505,10.9,327216.69249367993,4689776.8365101,19,T
2022/02/08/16:27:48.093318,$GPGGA,42.34107000000001,-71.09751,10.9,327216.27603274013,4689776.661600075,19,T
2022/02/08/16:27:49.105699,$GPGGA,42.34106666666666,-71.09751333333334,10.9,327215.9923048779,4689776.298232288,19,T
2022/02/08/16:27:50.110945,$GPGGA,42.34106333333334,-71.09751833333333,11.0,327215.5712784634,4689775.938251467,19,T
2022/02/08/16:27:51.110291,$GPGGA,42.34106166666667,-71.09752333333333,11.1,327215.15481743834,4689775.763341504,19,T
2022/02/08/16:27:52.093657,$GPGGA,42.34105833333333,-71.09752833333333,11.1,327214.7337909462,4689775.40336073,19,T
2022/02/08/16:27:53.093144,$GPGGA,42.34105666666666,-71.09753333333333,11.2,327214.317329869,4689775.228450816,19,T
2022/02/08/16:27:54.112824,$GPGGA,42.341053333333335,-71.09753833333333,11.4,327213.8963033012,4689774.868470091,19,T
2022/02/08/16:27:55.087075,$GPGGA,42.341051666666665,-71.09754333333333,11.5,327213.4798421697,4689774.693560225,19,T
2022/02/08/16:27:56.105758,$GPGGA,42.341049999999996,-71.09755,11.7,327212.9260824572,4689774.522037386,19,T
2022/02/08/16:27:57.106016,$GPGGA,42.341049999999996,-71.09755666666666,11.6,327212.3768882239,4689774.535585426,19,T
2022/02/08/16:27:58.092990,$GPGGA,42.34104833333334,-71.09756,12.0,327212.09772559366,4689774.357288626,19,T
2022/02/08/16:27:59.092427,$GPGGA,42.34104333333333,-71.097565,12.3,327211.67213332775,4689773.812237195,19,T
2022/02/08/16:28:00.093666,$GPGGA,42.34104000000001,-71.09756833333333,12.6,327211.38840511546,4689773.448869589,19,T
2022/02/08/16:28:01.092405,$GPGGA,42.34103666666667,-71.09757166666667,12.6,327211.1046768768,4689773.08550199,19,T
2022/02/08/16:28:02.083050,$GPGGA,42.34103333333334,-71.09757666666665,12.8,327210.68365001376,4689772.725521453,19,T
2022/02/08/16:28:03.087126,$GPGGA,42.341028333333334,-71.09758166666667,13.0,327210.25805754436,4689772.180470101,19,T
2022/02/08/16:28:04.092281,$GPGGA,42.34102500000001,-71.097585,13.3,327209.9743291965,4689771.817102549,19,T
2022/02/08/16:28:05.086725,$GPGGA,42.34102166666666,-71.09758833333333,13.4,327209.6906008222,4689771.453735004,19,T
2022/02/08/16:28:06.088120,$GPGGA,42.34101833333334,-71.09759333333334,13.6,327209.2695737886,4689771.093754547,19,T
2022/02/08/16:28:07.087329,$GPGGA,42.341015,-71.09759666666667,13.8,327208.98584534787,4689770.73038703,19,T
2022/02/08/16:28:08.086055,$GPGGA,42.34101166666666,-71.09760166666666,14.1,327208.5648182375,4689770.37040661,19,T
2022/02/08/16:28:09.086845,$GPGGA,42.341010000000004,-71.097605,14.4,327208.2856553447,4689770.192109958,19,T
2022/02/08/16:28:10.086713,$GPGGA,42.341008333333335,-71.09761,14.7,327207.8691937849,4689770.017200414,19,T
2022/02/08/16:28:11.083750,$GPGGA,42.341008333333335,-71.09761666666667,15.0,327207.31999918865,4689770.03074884,19,T
2022/02/08/16:28:12.076787,$GPGGA,42.341008333333335,-71.09762333333333,15.0,327206.7708045901,4689770.044297308,19,T
2022/02/08/16:28:13.077745,$GPGGA,42.341008333333335,-71.09763,14.9,327206.2216099913,4689770.05784582,19,T
2022/02/08/16:28:14.095140,$GPGGA,42.341008333333335,-71.09763500000001,15.1,327205.8097140431,4689770.068007232,19,T
2022/02/08/16:28:15.102137,$GPGGA,42.341006666666665,-71.09764,15.3,327205.3932524085,4689769.893097834,19,T
2022/02/08/16:28:16.076859,$GPGGA,42.341004999999996,-71.09764333333332,15.4,327205.1140894102,4689769.714801301,19,T
2022/02/08/16:28:17.074970,$GPGGA,42.34100166666667,-71.09764666666666,15.7,327204.830360693,4689769.351433948,19,T
2022/02/08/16:28:18.076822,$GPGGA,42.34099833333333,-71.09765,16.0,327204.54663195135,4689768.988066602,19,T
2022/02/08/16:28:19.094834,$GPGGA,42.34099500000001,-71.09765333333333,16.4,327204.26290317916,4689768.624699271,19,T
2022/02/08/16:28:20.100808,$GPGGA,42.34099500000001,-71.09765666666667,16.7,327203.9883058212,4689768.631473618,19,T
2022/02/08/16:28:21.077867,$GPGGA,42.34099333333334,-71.09765999999999,17.0,327203.70914273657,4689768.453177142,19,T
2022/02/08/16:28:22.077617,$GPGGA,42.34099333333334,-71.097665,17.3,327203.29724668537,4689768.463338699,19,T
2022/02/08/16:28:23.076796,$GPGGA,42.34099166666667,-71.09766833333333,17.8,327203.0180835753,4689768.285042248,19,T
2022/02/08/16:28:24.073738,$GPGGA,42.34098833333334,-71.09767333333333,18.1,327202.5970560025,4689767.925062178,19,T
2022/02/08/16:28:25.076715,$GPGGA,42.340985,-71.09767666666667,18.3,327202.3133270843,4689767.561694918,19,T
2022/02/08/16:28:26.077080,$GPGGA,42.340983333333334,-71.09768000000001,18.5,327202.034163913,4689767.383398505,19,T
2022/02/08/16:28:27.077368,$GPGGA,42.34098000000001,-71.097685,18.6,327201.61313623603,4689767.023418491,19,T
2022/02/08/16:28:28.076705,$GPGGA,42.34097833333333,-71.09769,18.6,327201.1966743085,4689766.848509334,19,T
2022/02/08/16:28:29.095033,$GPGGA,42.34097499999999,-71.097695,18.6,327200.7756465558,4689766.488529365,19,T
2022/02/08/16:28:30.077845,$GPGGA,42.34097,-71.09769833333333,18.5,327200.48735167907,4689765.940091344,19,T
2022/02/08/16:28:31.076488,$GPGGA,42.34096666666666,-71.09770333333333,18.3,327200.0663238348,4689765.580111416,19,T
2022/02/08/16:28:32.076540,$GPGGA,42.340961666666665,-71.09770833333333,18.1,327199.6407301183,4689765.0350606805,19,T
2022/02/08/16:28:33.093380,$GPGGA,42.34095833333334,-71.09771333333333,18.1,327199.2197021793,4689764.675080801,19,T
2022/02/08/16:28:34.077049,$GPGGA,42.34095333333333,-71.09771666666667,18.0,327198.9314071142,4689764.126642839,19,T
2022/02/08/16:28:35.076477,$GPGGA,42.34095000000001,-71.09772166666667,17.9,327198.5103790836,4689763.766663003,19,T
2022/02/08/16:28:36.077645,$GPGGA,42.34094666666667,-71.09772666666666,17.9,327198.089351014,4689763.406683188,19,T
2022/02/08/16:28:37.076231,$GPGGA,42.340945,-71.09773166666668,17.9,327197.6728887777,4689763.231774231,19,T
2022/02/08/16:28:38.092108,$GPGGA,42.34094166666667,-71.097735,17.8,327197.3891594274,4689762.868407163,19,T
2022/02/08/16:28:39.097955,$GPGGA,42.340938333333334,-71.09773833333334,17.7,327197.10543004423,4689762.5050401045,19,T
2022/02/08/16:28:40.076360,$GPGGA,42.34093500000001,-71.09774166666666,17.5,327196.821700637,4689762.141673057,19,T
2022/02/08/16:28:41.096378,$GPGGA,42.34092999999999,-71.097745,17.3,327196.53340529057,4689761.593235185,19,T
2022/02/08/16:28:42.097953,$GPGGA,42.34092666666667,-71.09774833333333,17.2,327196.2496758171,4689761.2298681615,19,T
2022/02/08/16:28:43.097121,$GPGGA,42.34092333333333,-71.09775333333333,17.2,327195.82864748023,4689760.869888477,19,T
2022/02/08/16:28:44.079261,$GPGGA,42.340920000000004,-71.09775666666665,17.1,327195.54491794447,4689760.506521478,19,T
2022/02/08/16:28:45.078708,$GPGGA,42.340916666666665,-71.09776166666667,16.9,327195.12388952664,4689760.146541834,19,T
2022/02/08/16:28:46.097131,$GPGGA,42.34091166666667,-71.097765,16.8,327194.83559397416,4689759.59810403,19,T
2022/02/08/16:28:47.079169,$GPGGA,42.34090833333333,-71.09776833333333,16.6,327194.5518643387,4689759.234737068,19,T
2022/02/08/16:28:48.098106,$GPGGA,42.34090500000001,-71.09777166666666,16.5,327194.26813467254,4689758.871370119,19,T
2022/02/08/16:28:49.079305,$GPGGA,42.34090166666667,-71.097775,16.4,327193.9844049779,4689758.508003178,19,T
2022/02/08/16:28:50.097863,$GPGGA,42.34089666666667,-71.09778,16.4,327193.55881038343,4689757.962952792,19,T
2022/02/08/16:28:51.079537,$GPGGA,42.340893333333334,-71.09778333333334,16.3,327193.2750806154,4689757.599585879,19,T
2022/02/08/16:28:52.080651,$GPGGA,42.34089000000001,-71.09778666666666,16.3,327192.991350823,4689757.236218977,19,T
2022/02/08/16:28:53.078425,$GPGGA,42.34088666666666,-71.09779166666667,16.3,327192.57032208494,4689756.876239478,19,T
2022/02/08/16:28:54.092292,$GPGGA,42.34088499999999,-71.09779499999999,16.7,327192.29115824145,4689756.697943436,19,T
2022/02/08/16:28:55.091845,$GPGGA,42.34088166666667,-71.09779833333333,17.0,327192.007428359,4689756.334576574,19,T
2022/02/08/16:28:56.092596,$GPGGA,42.34087833333333,-71.09780333333333,17.0,327191.5863995168,4689755.974597131,19,T
2022/02/08/16:28:57.092307,$GPGGA,42.340875000000004,-71.09780666666667,17.2,327191.30266957206,4689755.611230295,19,T
2022/02/08/16:28:58.090271,$GPGGA,42.340871666666665,-71.09781166666667,17.4,327190.8816406488,4689755.251250893,19,T
2022/02/08/16:28:59.092147,$GPGGA,42.34086833333334,-71.09781500000001,17.6,327190.59791064204,4689754.887884083,19,T
2022/02/08/16:29:00.093010,$GPGGA,42.34086666666667,-71.09781833333334,17.7,327190.3187466669,4689754.709588117,19,T
2022/02/08/16:29:01.098273,$GPGGA,42.34086333333333,-71.09782166666668,18.0,327190.0350166078,4689754.34622133,19,T
2022/02/08/16:29:02.092623,$GPGGA,42.34086166666666,-71.09782666666666,18.1,327189.6185536268,4689754.171312831,19,T
2022/02/08/16:29:03.091551,$GPGGA,42.34085833333334,-71.09783,18.3,327189.3348235125,4689753.807946072,19,T
2022/02/08/16:29:04.090750,$GPGGA,42.340855,-71.09783333333333,18.4,327189.0510933675,4689753.444579322,19,T
2022/02/08/16:29:05.112531,$GPGGA,42.34085166666667,-71.09783666666667,18.6,327188.7673631941,4689753.081212582,19,T
2022/02/08/16:29:06.113182,$GPGGA,42.340848333333334,-71.09783999999999,18.7,327188.48363299423,4689752.7178458525,19,T
2022/02/08/16:29:07.090748,$GPGGA,42.34084333333333,-71.097845,18.8,327188.0580376346,4689752.172795781,19,T
2022/02/08/16:29:08.086234,$GPGGA,42.34083833333334,-71.09785000000001,18.9,327187.6324422151,4689751.627745732,19,T
2022/02/08/16:29:09.088567,$GPGGA,42.340835,-71.097855,19.0,327187.2114128708,4689751.26776654,19,T
2022/02/08/16:29:10.109886,$GPGGA,42.34083333333333,-71.09785833333333,19.1,327186.9322486676,4689751.089470702,19,T
2022/02/08/16:29:11.109065,$GPGGA,42.340828333333334,-71.097865,19.1,327186.36935405305,4689750.54780823,19,T
2022/02/08/16:29:12.086493,$GPGGA,42.34082333333334,-71.09787,19.1,327185.9437584082,4689750.002758278,19,T
2022/02/08/16:29:13.089287,$GPGGA,42.34082,-71.097875,19.1,327185.52272888087,4689749.642779183,19,T
2022/02/08/16:29:14.091713,$GPGGA,42.340815000000006,-71.09787833333333,19.2,327185.2344321901,4689749.0943417465,19,T
2022/02/08/16:29:15.091213,$GPGGA,42.34081166666667,-71.09788333333333,19.3,327184.81340257113,4689748.734362692,19,T
2022/02/08/16:29:16.098273,$GPGGA,42.34080666666667,-71.09788833333333,19.3,327184.3878067015,4689748.18931283,19,T
2022/02/08/16:29:17.089337,$GPGGA,42.340803333333334,-71.09789166666665,19.4,327184.1040760875,4689747.825946267,19,T
2022/02/08/16:29:18.093328,$GPGGA,42.34080000000001,-71.09789666666667,19.4,327183.68304633594,4689747.46596728,19,T
2022/02/08/16:29:19.086357,$GPGGA,42.34079666666666,-71.09790166666667,19.4,327183.26201654127,4689747.1059883125,19,T
2022/02/08/16:29:20.109797,$GPGGA,42.34079166666667,-71.09790666666666,19.4,327182.8364204593,4689746.560938539,19,T
2022/02/08/16:29:21.085021,$GPGGA,42.34078833333333,-71.09791,19.4,327182.5526897003,4689746.197572037,19,T
2022/02/08/16:29:22.091503,$GPGGA,42.340785000000004,-71.097915,19.3,327182.13165977504,4689745.837593137,19,T
2022/02/08/16:29:23.092788,$GPGGA,42.340779999999995,-71.09792,19.2,327181.7060635304,4689745.292543429,19,T
2022/02/08/16:29:24.110960,$GPGGA,42.34077666666667,-71.09792333333333,19.2,327181.42233266425,4689744.92917697,19,T
2022/02/08/16:29:25.082616,$GPGGA,42.34077333333333,-71.09792666666667,19.1,327181.1386017696,4689744.565810521,19,T
2022/02/08/16:29:26.090984,$GPGGA,42.340770000000006,-71.09793166666667,19.0,327180.71757167595,4689744.205831702,19,T
2022/02/08/16:29:27.092397,$GPGGA,42.34076666666667,-71.097935,18.9,327180.43384071486,4689743.842465281,19,T
2022/02/08/16:29:28.091324,$GPGGA,42.34076166666667,-71.09793833333333,18.8,327180.14554341475,4689743.29402804,19,T
2022/02/08/16:29:29.109369,$GPGGA,42.34075833333333,-71.09794333333333,18.7,327179.72451319575,4689742.934049276,19,T
2022/02/08/16:29:30.111588,$GPGGA,42.34075333333333,-71.09794833333333,18.8,327179.2989165979,4689742.388999704,19,T
2022/02/08/16:29:31.090000,$GPGGA,42.34074999999999,-71.09795333333334,18.8,327178.87788628007,4689742.029020989,19,T
2022/02/08/16:29:32.102420,$GPGGA,42.34074666666667,-71.09795666666668,18.9,327178.5941551426,4689741.66565464,19,T
2022/02/08/16:29:33.108762,$GPGGA,42.34074166666666,-71.09796166666666,18.9,327178.16855838406,4689741.1206051335,19,T
2022/02/08/16:29:34.109621,$GPGGA,42.340738333333334,-71.09796666666666,18.9,327177.74752793566,4689740.760626484,19,T
2022/02/08/16:29:35.092810,$GPGGA,42.340734999999995,-71.09797166666667,19.0,327177.3264974442,4689740.400647856,19,T
2022/02/08/16:29:36.092928,$GPGGA,42.34073,-71.09797666666667,18.9,327176.9009005141,4689739.855598422,19,T
2022/02/08/16:29:37.105800,$GPGGA,42.34072666666666,-71.09798166666666,18.9,327176.4798699257,4689739.495619845,19,T
2022/02/08/16:29:38.092773,$GPGGA,42.34072333333334,-71.09798500000001,18.8,327176.19613856473,4689739.132253587,19,T
2022/02/08/16:29:39.110993,$GPGGA,42.34071833333334,-71.09799,18.6,327175.770541474,4689738.587204219,19,T
2022/02/08/16:29:40.091743,$GPGGA,42.340715,-71.09799500000001,18.6,327175.349510753,4689738.227225706,19,T
2022/02/08/16:29:41.110369,$GPGGA,42.34071166666666,-71.098,18.6,327174.9284799888,4689737.867247215,19,T
2022/02/08/16:29:42.090779,$GPGGA,42.34070833333333,-71.098005,18.7,327174.5074491817,4689737.507268751,19,T
2022/02/08/16:29:43.085700,$GPGGA,42.34070333333334,-71.09801,18.8,327174.08185186563,4689736.962219481,19,T
2022/02/08/16:29:44.084833,$GPGGA,42.3407,-71.09801333333333,18.8,327173.7981202852,4689736.598853313,19,T
2022/02/08/16:29:45.084603,$GPGGA,42.34069666666666,-71.09801666666667,18.8,327173.5143886763,4689736.235487156,19,T
2022/02/08/16:29:46.089379,$GPGGA,42.340693333333334,-71.09802166666667,19.0,327173.09335770074,4689735.875508772,19,T
2022/02/08/16:29:47.087673,$GPGGA,42.34068666666667,-71.09801999999999,18.6,327173.21239109593,4689735.131837691,19,T
2022/02/08/16:29:48.083899,$GPGGA,42.34068166666666,-71.098015,18.1,327173.6105897294,4689734.566461931,19,T
2022/02/08/16:29:49.085355,$GPGGA,42.34068166666666,-71.09801666666667,18.1,327173.47329036583,4689734.569849684,19,T
2022/02/08/16:29:50.082793,$GPGGA,42.34068166666666,-71.09801666666667,18.1,327173.47329036583,4689734.569849684,19,T
2022/02/08/16:29:51.086806,$GPGGA,42.34068166666666,-71.09801666666667,18.1,327173.47329036583,4689734.569849684,19,T
