time,.header,.latitude,.longitude,.altitude,.utm_easting,.utm_northing,.zone,.letter
2022/02/08/16:11:46.101953,$GPGGA,42.3405266666667,-71.097995,9.3,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:47.084076,$GPGGA,42.3405266666667,-71.097995,9.3,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:48.097798,$GPGGA,42.3405266666667,-71.097995,9.3,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:49.080654,$GPGGA,42.3405266666667,-71.097995,9.3,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:50.084457,$GPGGA,42.3405266666667,-71.097995,9.3,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:51.084063,$GPGGA,42.3405266666667,-71.097995,9.2,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:52.082859,$GPGGA,42.3405266666667,-71.097995,9.2,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:53.082716,$GPGGA,42.3405266666667,-71.097995,9.2,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:54.085600,$GPGGA,42.3405266666667,-71.097995,9.1,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:55.084199,$GPGGA,42.3405266666667,-71.097995,9.1,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:56.080715,$GPGGA,42.3405266666667,-71.097995,9.1,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:57.087152,$GPGGA,42.3405266666667,-71.097995,9,327174.833504647,4689717.31422215,19,T
2022/02/08/16:11:58.087764,$GPGGA,42.3405266666667,-71.0979933333333,9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:11:59.087640,$GPGGA,42.3405266666667,-71.0979933333333,9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:00.087669,$GPGGA,42.3405266666667,-71.0979933333333,8.9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:01.086769,$GPGGA,42.3405266666667,-71.0979933333333,8.9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:02.087171,$GPGGA,42.3405266666667,-71.0979933333333,8.9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:03.087660,$GPGGA,42.3405266666667,-71.0979933333333,8.9,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:04.087040,$GPGGA,42.3405266666667,-71.0979933333333,8.8,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:05.086397,$GPGGA,42.3405266666667,-71.0979933333333,8.8,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:06.088773,$GPGGA,42.3405266666667,-71.0979933333333,8.8,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:07.087614,$GPGGA,42.3405266666667,-71.0979933333333,8.8,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:08.080556,$GPGGA,42.3405266666667,-71.0979933333333,8.7,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:09.085803,$GPGGA,42.3405266666667,-71.0979933333333,8.7,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:10.104476,$GPGGA,42.3405266666667,-71.0979933333333,8.7,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:11.105026,$GPGGA,42.3405266666667,-71.0979933333333,8.7,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:12.087968,$GPGGA,42.3405266666667,-71.0979933333333,8.6,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:13.094381,$GPGGA,42.3405266666667,-71.0979933333333,8.6,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:14.105475,$GPGGA,42.3405266666667,-71.0979933333333,8.6,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:15.084143,$GPGGA,42.3405266666667,-71.0979933333333,8.6,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:16.086465,$GPGGA,42.3405266666667,-71.0979933333333,8.5,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:17.087250,$GPGGA,42.3405266666667,-71.0979933333333,8.5,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:18.094473,$GPGGA,42.3405266666667,-71.0979933333333,8.5,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:19.103051,$GPGGA,42.3405266666667,-71.0979933333333,8.5,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:20.080324,$GPGGA,42.3405266666667,-71.0979933333333,8.5,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:21.086931,$GPGGA,42.3405266666667,-71.0979933333333,8.4,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:22.104724,$GPGGA,42.3405266666667,-71.0979933333333,8.4,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:23.087603,$GPGGA,42.3405266666667,-71.0979933333333,8.4,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:24.088117,$GPGGA,42.3405266666667,-71.0979933333333,8.4,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:25.087023,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:26.106897,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:27.104836,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:28.083718,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:29.104294,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:30.106071,$GPGGA,42.3405266666667,-71.0979933333333,8.3,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:31.099157,$GPGGA,42.3405266666667,-71.0979933333333,8.2,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:32.086854,$GPGGA,42.3405266666667,-71.0979933333333,8.2,327174.970804351,4689717.31083443,19,T
2022/02/08/16:12:33.086887,$GPGGA,42.3405283333333,-71.0979933333333,8.2,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:34.106071,$GPGGA,42.3405283333333,-71.0979933333333,8.2,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:35.088522,$GPGGA,42.3405283333333,-71.0979933333333,8.2,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:36.105353,$GPGGA,42.3405283333333,-71.0979933333333,8.2,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:37.097922,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:38.088329,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:39.084697,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:40.087355,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:41.087402,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:42.089964,$GPGGA,42.3405283333333,-71.0979933333333,8.1,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:43.087589,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:44.081181,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:45.081136,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:46.089165,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:47.088381,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:48.087661,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:49.086938,$GPGGA,42.3405283333333,-71.0979933333333,8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:50.087751,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:51.088467,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:52.086876,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:53.084450,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:54.089222,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:55.088585,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:56.077748,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:57.087288,$GPGGA,42.3405283333333,-71.0979933333333,7.9,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:58.087906,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:12:59.092926,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:00.088240,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:01.097620,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:02.104553,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:03.085792,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:04.108990,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:05.102961,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:06.089523,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:07.081597,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:08.079802,$GPGGA,42.3405283333333,-71.0979933333333,7.8,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:09.086399,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:10.101410,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:11.087244,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:12.087112,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:13.103173,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:14.086880,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:15.087053,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:16.086236,$GPGGA,42.3405283333333,-71.0979933333333,7.7,327174.975370765,4689717.49590526,19,T
2022/02/08/16:13:17.103292,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:18.105705,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:19.087323,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:20.103691,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:21.102999,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:22.104515,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:23.086962,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:24.088210,$GPGGA,42.3405283333333,-71.097995,7.7,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:25.103127,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:26.087516,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:27.104205,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:28.086287,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:29.087116,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:30.105993,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:31.087659,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:32.079592,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:33.077818,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:34.087374,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:35.087753,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:36.088573,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:37.086467,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:38.082184,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:39.081766,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:40.087155,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:41.088059,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:42.086996,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:43.087224,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:44.083947,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:45.092179,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:46.087276,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:47.086866,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:48.087783,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:49.079908,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:50.095128,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:51.087251,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:52.102067,$GPGGA,42.3405283333333,-71.097995,7.6,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:53.102291,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:54.088234,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:55.103170,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:56.097351,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:57.080435,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:58.086902,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:13:59.087225,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:00.085597,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:01.102671,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:02.086835,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:03.087896,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:04.100408,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:05.086697,$GPGGA,42.3405283333333,-71.097995,7.5,327174.838071065,4689717.49929297,19,T
2022/02/08/16:14:06.090474,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:07.081298,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:08.102795,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:09.102318,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:10.087689,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:11.104405,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:12.104744,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:13.097107,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:14.089324,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:15.088630,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:16.103275,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:17.086420,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:18.105911,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:19.088639,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:20.080559,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:21.098734,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:22.088233,$GPGGA,42.3405283333333,-71.0979966666667,7.5,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:23.088633,$GPGGA,42.3405283333333,-71.0979966666667,7.4,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:24.087889,$GPGGA,42.3405283333333,-71.0979966666667,7.4,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:25.085729,$GPGGA,42.3405283333333,-71.0979966666667,7.4,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:26.087034,$GPGGA,42.3405283333333,-71.0979966666667,7.4,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:27.078753,$GPGGA,42.3405283333333,-71.0979966666667,7.4,327174.700771367,4689717.50268069,19,T
2022/02/08/16:14:28.086679,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:29.086553,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:30.088467,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:31.087062,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:32.086480,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:33.086641,$GPGGA,42.3405283333333,-71.0979983333333,7.4,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:34.088180,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:35.088124,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:36.087267,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:37.081265,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:38.087441,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:39.087582,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:40.087027,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:41.086646,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:42.090073,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:43.097558,$GPGGA,42.3405283333333,-71.0979983333333,7.3,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:44.097459,$GPGGA,42.3405283333333,-71.0979983333333,7.2,327174.563471668,4689717.50606841,19,T
2022/02/08/16:14:45.086278,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:46.109187,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:47.104569,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:48.088292,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:49.082867,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:50.088003,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:51.085476,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:52.102657,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:53.086042,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:54.088864,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:55.098256,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:56.086757,$GPGGA,42.3405283333333,-71.098,7.2,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:57.086630,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:58.087494,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:14:59.104035,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:00.104124,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:01.080248,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:02.103901,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:03.104537,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:04.103111,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:05.087546,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:06.089171,$GPGGA,42.3405283333333,-71.098,7.1,327174.42617197,4689717.50945614,19,T
2022/02/08/16:15:07.088588,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:08.103508,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:09.081180,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:10.106101,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:11.087336,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:12.105919,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:13.086795,$GPGGA,42.3405283333333,-71.0980016666667,7.1,327174.288872271,4689717.51284387,19,T
2022/02/08/16:15:14.086884,$GPGGA,42.3405283333333,-71.0980016666667,7,327174.288872271,4689717.51284387,19,T
