time,.header,.latitude,.longitude,.altitude,.utm_easting,.utm_northing,.zone,.letter
2022/02/08/16:26:10.091390,$GPGGA,42.341210000000004,-71.09714166666666,11.5,327247.00243146427,4689791.459102096,19,T
2022/02/08/16:26:11.092707,$GPGGA,42.34121333333333,-71.09713833333333,11.5,327247.28615709936,4689791.822471079,19,T
2022/02/08/16:26:12.110860,$GPGGA,42.34121666666667,-71.097135,11.5,327247.5698827039,4689792.185840073,19,T
2022/02/08/16:26:13.084479,$GPGGA,42.34122000000001,-71.09713166666667,11.5,327247.85360828193,4689792.549209078,19,T
2022/02/08/16:26:14.110505,$GPGGA,42.34122333333333,-71.09713,11.4,327248.0000356533,4689792.915964419,19,T
2022/02/08/16:26:15.112628,$GPGGA,42.341225,-71.09713,11.4,327248.0046002475,4689793.101035254,19,T
2022/02/08/16:26:16.085375,$GPGGA,42.34122666666667,-71.09713166666667,11.4,327247.87186667306,4689793.289492418,19,T
2022/02/08/16:26:17.082522,$GPGGA,42.34122666666667,-71.09713166666667,11.3,327247.87186667306,4689793.289492418,19,T
2022/02/08/16:26:18.081737,$GPGGA,42.341225,-71.09713333333335,11.2,327247.7300039026,4689793.107807914,19,T
2022/02/08/16:26:19.084381,$GPGGA,42.34122666666667,-71.09713333333335,11.3,327247.73456850415,4689793.29287875,19,T
